employee_id,department,gender,age,length_of_service,previous_year_rating,awards_won?,no_of_trainings,avg_training_score,is_promoted
15743,Procurement,m,41,4,5,0,1,71,0
42540,Operations,f,50,22,3,0,1,61,0
11150,Operations,f,35,8,5,0,1,63,0
52420,Analytics,m,30,3,1,0,1,85,0
54183,Operations,f,36,7,3,0,1,61,0
34385,Procurement,f,42,12,2,0,1,67,0
77085,HR,m,32,4,5,0,1,52,0
8524,Sales & Marketing,f,42,7,5,0,1,47,0
46052,Sales & Marketing,m,27,1,,1,3,50,0
14893,Procurement,f,30,1,,0,1,71,0
66484,Operations,m,28,5,3,0,1,59,0
28767,Sales & Marketing,m,27,3,3,0,1,50,0
6236,Procurement,f,33,7,3,0,1,68,0
7852,HR,f,22,2,5,0,1,52,0
49864,Sales & Marketing,f,26,2,3,0,1,48,0
66756,Sales & Marketing,m,42,7,5,0,1,50,0
69755,Sales & Marketing,m,27,3,1,1,1,50,0
39121,Operations,m,38,8,3,0,1,54,0
77417,Technology,m,35,4,4,0,1,79,0
40951,Technology,m,27,2,3,0,1,82,0
38658,Operations,m,33,7,3,0,1,63,0
51023,Technology,m,44,15,3,0,1,76,0
21981,Operations,f,27,4,3,0,3,60,0
52019,Operations,f,27,4,5,0,3,59,0
65369,Operations,f,38,5,4,0,1,63,1
10075,Procurement,m,56,6,3,0,1,72,0
20663,Analytics,m,29,5,3,0,1,84,0
31948,Sales & Marketing,m,33,8,4,0,1,54,0
50727,Procurement,m,32,5,4,0,1,74,0
40482,Procurement,m,26,1,,0,1,70,0
22624,Procurement,m,30,2,3,0,1,71,0
58484,Sales & Marketing,m,27,4,2,0,1,48,0
77795,Sales & Marketing,m,48,5,3,0,1,46,0
49674,Analytics,m,40,6,1,0,1,84,1
25167,Operations,f,57,6,5,0,1,62,0
64046,Procurement,f,29,2,3,0,1,69,0
45027,Finance,f,28,3,3,0,1,58,1
12862,Technology,m,28,2,1,0,1,81,0
72060,Operations,f,38,3,5,0,2,63,0
14861,Sales & Marketing,m,33,6,5,0,1,97,1
9767,Analytics,m,34,9,3,0,1,81,0
62009,Operations,m,32,7,4,0,1,63,0
4579,Operations,m,39,4,4,0,1,60,0
20809,Legal,m,47,6,4,0,1,56,0
25634,Technology,m,32,1,3,0,3,79,0
6159,Procurement,f,33,9,2,0,1,65,0
48222,Sales & Marketing,m,29,1,,0,2,45,0
6643,Sales & Marketing,m,50,5,4,0,1,51,0
52986,Analytics,m,27,2,4,0,1,86,0
68705,Operations,f,35,9,5,0,2,63,0
31122,Operations,f,25,2,4,0,1,63,0
12669,Procurement,f,36,8,4,0,1,70,0
59346,Operations,m,28,1,,0,2,63,0
48416,Operations,f,30,5,5,0,1,62,0
35708,Sales & Marketing,f,32,2,2,0,1,49,0
23922,Sales & Marketing,m,27,3,3,0,2,50,0
3821,Procurement,m,34,10,5,0,1,73,0
72200,Legal,m,26,2,4,0,1,58,0
30604,Operations,f,44,16,3,0,1,74,1
45422,Sales & Marketing,m,29,2,5,0,1,61,1
62402,Sales & Marketing,m,44,7,4,0,1,54,0
50602,Operations,f,29,5,3,0,1,63,0
22818,Technology,f,28,1,,0,2,82,1
20017,Sales & Marketing,f,32,3,1,0,2,49,0
56054,Operations,m,48,7,5,0,1,69,1
40361,Sales & Marketing,m,27,6,3,0,1,48,0
11007,Operations,m,32,3,3,0,1,59,0
5644,Technology,f,36,7,5,0,1,84,0
27081,Analytics,m,31,3,5,0,1,84,0
40430,Technology,m,54,7,4,0,1,82,0
19599,Operations,m,54,4,3,0,1,60,0
12079,Operations,f,36,7,4,0,2,60,0
50797,Procurement,m,42,12,3,0,1,72,0
34364,HR,f,36,9,3,0,1,53,0
11931,Operations,f,34,2,5,0,1,62,0
50883,Sales & Marketing,m,40,9,4,0,1,50,0
10157,Sales & Marketing,m,41,7,5,0,1,49,0
40607,Technology,m,45,13,3,0,1,83,0
51953,Sales & Marketing,m,41,10,1,0,1,51,0
55649,HR,f,27,1,,0,1,50,0
37104,Operations,f,33,9,5,0,1,65,0
27719,Technology,f,31,10,3,0,2,75,0
3883,Technology,f,36,8,3,0,1,78,0
7764,Legal,m,46,12,3,0,1,60,0
72918,Sales & Marketing,f,31,6,5,0,1,64,1
28560,Analytics,m,30,2,3,0,1,88,0
67044,Operations,f,27,3,5,0,1,60,0
65845,Analytics,m,42,13,3,0,1,88,0
63188,Technology,f,43,4,2,1,1,78,0
29617,Operations,f,30,3,3,0,2,57,0
50667,HR,f,55,5,3,0,1,50,0
53846,Finance,m,27,2,4,0,1,57,1
71652,Operations,m,29,4,2,0,1,60,0
36461,Technology,m,32,6,4,0,2,79,0
2451,Operations,m,34,3,4,0,2,61,0
38426,Sales & Marketing,m,28,3,3,0,1,48,0
9818,Technology,m,28,3,2,0,1,83,0
36224,HR,f,29,2,3,0,1,50,0
11765,Operations,f,31,4,4,0,1,62,0
64002,Procurement,m,50,27,1,0,1,70,0
62973,Finance,m,26,4,3,0,1,54,1
67720,Procurement,m,26,2,2,0,9,71,0
52394,Operations,f,46,11,4,0,1,59,0
9846,Technology,f,20,2,3,0,1,80,0
32260,Operations,m,53,13,5,0,1,57,0
68726,Technology,f,29,1,,0,1,82,0
22639,Procurement,f,37,4,5,0,1,71,0
11140,Sales & Marketing,m,42,7,1,0,1,47,0
37747,Sales & Marketing,m,29,4,1,0,1,50,0
62304,Analytics,m,28,1,,0,2,82,0
52512,Operations,m,31,3,5,0,1,62,0
25827,Operations,m,30,2,4,0,1,59,0
37351,Sales & Marketing,m,32,4,5,0,2,52,0
43133,Sales & Marketing,m,27,1,,0,1,51,0
67118,Sales & Marketing,m,35,2,4,0,1,53,0
52130,Sales & Marketing,m,38,10,5,0,1,48,0
20807,Operations,m,52,15,3,0,1,66,0
53662,Analytics,m,33,4,3,0,1,80,0
53300,Sales & Marketing,f,27,2,5,0,1,46,1
26146,Operations,m,45,15,3,0,1,57,0
75379,Operations,f,45,18,4,0,1,60,0
52869,Procurement,m,34,3,4,0,1,69,0
58566,Analytics,m,47,13,3,0,1,88,0
10328,Operations,f,35,4,5,0,1,60,0
44855,Sales & Marketing,m,31,2,1,0,2,46,0
64574,Technology,m,52,17,3,0,1,81,0
51517,Sales & Marketing,m,25,1,,0,1,55,0
1509,Analytics,m,36,7,3,0,2,83,0
25947,Operations,m,28,5,3,0,1,64,0
59411,Sales & Marketing,m,37,11,5,1,1,90,1
20706,Technology,f,42,7,3,0,1,81,0
46224,Finance,m,31,6,3,0,1,59,0
62904,Technology,m,52,7,3,0,1,82,0
8772,Analytics,m,33,4,4,0,1,85,0
28021,Technology,m,31,7,1,0,1,76,0
8994,Operations,f,33,6,5,0,1,64,0
4974,Sales & Marketing,m,43,9,1,0,2,47,0
52606,Procurement,m,25,2,5,0,3,82,1
54421,Operations,m,33,5,3,0,1,58,0
55548,Sales & Marketing,m,30,5,3,0,2,46,0
18088,HR,m,29,3,5,0,1,49,0
38328,Sales & Marketing,m,54,16,5,0,2,47,0
1611,HR,m,41,4,5,0,1,60,1
45522,Sales & Marketing,m,31,6,5,0,2,49,0
60944,Operations,f,58,16,5,0,1,90,1
43868,Technology,f,53,16,2,0,1,79,0
61367,Legal,m,35,3,5,0,3,60,0
15991,Operations,f,29,2,5,0,1,56,0
39699,Sales & Marketing,m,38,8,4,0,1,48,0
16479,Analytics,m,36,4,1,0,1,85,0
67992,Finance,f,28,2,1,0,1,60,0
70641,Operations,m,27,1,,0,2,57,0
77022,Finance,f,30,7,2,0,1,59,0
50002,Analytics,m,31,2,3,0,2,88,1
34025,Operations,m,31,7,5,0,1,60,0
16572,R&D,m,37,4,3,0,2,84,0
25517,Technology,m,28,6,4,0,1,77,0
23472,Sales & Marketing,m,33,7,3,0,1,49,0
55446,Sales & Marketing,m,49,4,3,0,1,54,0
32683,Operations,m,40,5,4,0,1,61,0
2144,Analytics,m,31,6,3,0,1,84,0
56706,Procurement,m,28,2,2,0,1,72,0
45920,Analytics,m,29,3,5,0,1,80,0
72608,Operations,f,26,4,5,0,1,59,0
48280,Operations,m,39,5,2,0,1,58,0
69564,Analytics,m,31,3,2,0,1,86,0
55949,Sales & Marketing,m,39,13,3,0,1,52,0
18334,Technology,m,39,12,1,1,1,81,0
60420,Sales & Marketing,m,38,8,5,0,1,47,0
54592,Sales & Marketing,m,34,7,4,0,2,50,0
13053,Operations,f,49,11,3,0,1,57,0
76901,Procurement,m,43,13,5,0,1,73,0
9236,Sales & Marketing,m,38,4,3,0,3,49,0
24964,Operations,m,51,15,4,0,1,63,0
66370,Sales & Marketing,m,28,3,3,0,1,60,1
60688,Technology,m,30,4,5,0,1,80,1
9488,Sales & Marketing,m,38,7,4,0,1,56,0
28348,Procurement,f,31,7,5,1,1,70,0
46311,Operations,m,38,11,5,0,2,56,0
30868,Finance,f,25,3,3,0,1,59,0
26223,Procurement,m,31,3,5,0,1,70,0
28966,Sales & Marketing,m,40,3,1,0,1,47,0
20697,Operations,m,45,14,3,0,1,62,0
37471,Technology,m,51,8,2,0,1,76,0
46836,Sales & Marketing,f,34,2,5,0,1,48,0
70976,Sales & Marketing,m,49,3,5,0,1,54,0
11643,Technology,m,29,5,4,0,1,79,0
15276,HR,m,29,5,3,0,1,46,0
38835,Finance,m,35,6,3,0,2,61,0
25550,Sales & Marketing,m,38,3,4,0,1,52,0
61263,Operations,m,32,9,4,0,1,59,0
53341,R&D,m,39,9,3,0,1,86,0
31722,Operations,m,45,6,5,0,1,58,0
61589,HR,f,33,4,4,0,1,54,0
33025,Technology,m,24,1,,0,1,82,0
58500,Technology,m,52,4,3,0,1,82,0
6818,Sales & Marketing,m,26,2,3,0,1,48,0
43616,Sales & Marketing,m,43,6,4,0,1,52,0
37263,Procurement,m,28,1,,0,1,68,0
51665,Technology,m,27,5,5,0,1,80,0
58911,Technology,m,24,1,,0,1,83,0
13195,Sales & Marketing,f,36,3,3,0,1,51,0
9480,HR,f,36,5,3,0,1,51,0
77075,HR,m,28,2,3,0,1,49,0
24722,Finance,f,31,6,1,0,1,61,0
54404,Sales & Marketing,m,46,15,3,0,1,49,0
69236,Sales & Marketing,m,27,2,5,0,1,49,0
41129,Sales & Marketing,f,36,9,1,0,1,48,0
75639,Analytics,m,28,3,2,0,1,84,0
70207,Sales & Marketing,m,45,17,1,0,4,49,0
37465,R&D,m,48,6,3,0,1,88,0
10236,Legal,m,32,1,,0,1,60,0
48998,Analytics,m,26,6,4,0,1,85,1
30959,Sales & Marketing,m,34,5,3,0,2,51,0
68991,R&D,m,28,1,,0,1,86,0
17464,Operations,m,35,8,4,0,1,60,0
36609,Procurement,m,26,2,2,0,1,68,0
38981,Analytics,m,39,8,3,0,1,84,0
55580,Technology,f,32,3,5,0,1,81,0
78037,Analytics,m,34,4,5,0,2,81,0
65045,Technology,m,31,2,2,0,1,76,0
59183,Operations,m,45,2,4,0,1,57,0
65913,Procurement,m,48,18,3,0,1,66,0
41366,Sales & Marketing,m,31,3,3,0,1,48,0
67214,Procurement,f,41,11,3,0,1,68,0
27187,Technology,m,31,6,4,0,1,81,0
23409,Technology,m,46,3,3,0,1,79,0
53155,Technology,m,44,18,4,0,1,81,0
63861,Analytics,m,30,1,,0,1,85,0
46659,Procurement,m,41,5,1,0,1,68,0
70783,Sales & Marketing,m,45,16,3,0,1,46,0
72675,Finance,f,26,3,3,0,1,58,0
32581,Finance,m,36,7,3,1,3,57,0
19815,Analytics,m,32,10,3,0,1,80,0
26721,Sales & Marketing,m,29,8,1,0,4,46,0
39996,Operations,m,38,3,4,0,1,62,0
10838,Sales & Marketing,m,29,6,1,0,1,46,0
25352,Operations,f,50,7,5,0,2,54,0
33005,Sales & Marketing,m,25,4,2,0,1,49,0
71946,Sales & Marketing,m,35,8,4,0,2,53,0
44610,Analytics,f,27,2,3,0,1,81,0
31863,Sales & Marketing,m,29,5,2,0,1,53,0
17474,Procurement,m,40,6,3,0,1,71,0
58306,Analytics,f,27,2,3,0,2,85,0
41504,Technology,f,38,11,1,0,1,83,0
31441,Analytics,m,31,7,5,0,1,86,0
22862,Procurement,m,38,3,5,0,1,70,1
71597,Technology,f,40,8,4,0,1,84,0
15484,Operations,m,36,9,5,0,1,60,0
28708,Operations,m,33,8,3,0,1,55,0
26459,Technology,f,31,6,4,0,2,82,0
62326,Legal,m,45,10,3,0,1,59,0
74504,Procurement,m,36,8,5,0,1,67,1
64213,HR,f,32,8,4,0,1,46,0
7538,Analytics,m,30,1,,0,2,85,0
50144,Operations,f,57,11,3,0,1,59,0
72073,Sales & Marketing,m,27,5,5,0,1,47,0
59431,Operations,m,34,4,1,0,1,55,0
8787,Sales & Marketing,f,53,9,2,0,1,49,0
25391,Sales & Marketing,m,28,6,3,0,1,49,0
29974,Sales & Marketing,m,28,2,5,0,2,53,0
49780,HR,m,30,7,3,0,1,48,0
61999,Procurement,m,41,14,2,0,1,73,0
2033,Procurement,m,38,4,3,0,3,71,0
19233,Analytics,m,28,5,1,0,1,84,0
56006,Procurement,m,48,17,4,0,7,67,0
55067,Sales & Marketing,f,46,14,3,0,1,52,0
32237,R&D,m,36,10,3,0,1,86,0
65926,Technology,m,30,4,4,0,1,78,0
41919,Sales & Marketing,m,58,27,3,0,1,46,0
56492,Finance,m,27,2,3,0,4,59,0
15690,Sales & Marketing,f,37,10,3,0,2,43,0
28065,Sales & Marketing,m,58,7,5,0,1,53,0
59859,Operations,f,39,10,4,0,1,55,0
15208,Operations,f,30,1,,0,1,63,0
18857,Operations,m,30,2,4,0,2,57,0
51453,Operations,m,27,4,1,0,1,58,0
71916,Sales & Marketing,m,29,6,3,1,1,88,1
59558,Operations,f,41,4,4,0,1,60,0
12696,Sales & Marketing,m,40,5,1,0,1,49,0
20532,Sales & Marketing,m,33,4,2,0,2,50,1
65216,Sales & Marketing,f,37,9,3,0,3,52,0
52102,Finance,m,30,5,4,0,4,67,0
32763,Technology,f,50,5,4,0,1,80,0
20312,Procurement,m,29,3,3,0,3,70,0
9427,Operations,m,43,6,4,0,1,57,0
26354,Analytics,m,36,9,3,0,1,83,0
14825,Technology,f,30,4,2,0,1,77,0
15871,Operations,m,34,10,3,0,1,55,0
45158,Procurement,m,49,15,3,0,1,71,0
70373,Analytics,m,28,5,5,0,1,86,0
73012,Operations,m,32,7,1,0,1,57,0
17715,Sales & Marketing,m,42,2,1,0,2,48,0
59011,Sales & Marketing,f,51,12,3,0,1,47,0
4838,Analytics,m,28,1,,0,1,86,1
42590,Technology,f,29,2,3,0,2,93,1
54411,Procurement,f,44,13,3,0,1,72,0
20163,Technology,f,34,4,3,0,1,79,0
26702,Analytics,m,42,7,3,0,1,81,1
60047,Sales & Marketing,m,26,2,1,0,3,51,0
11997,Sales & Marketing,f,37,3,4,0,1,52,0
72123,Legal,m,41,12,2,0,1,58,0
53036,R&D,m,32,4,3,0,2,86,0
74568,Technology,f,26,6,1,0,2,77,0
74991,Finance,m,31,1,,0,1,59,0
47712,Sales & Marketing,m,47,7,5,0,1,50,0
64689,Technology,m,31,5,2,1,1,77,0
77920,Operations,m,32,4,3,0,1,64,0
37581,Sales & Marketing,m,21,1,,0,1,52,0
33878,Operations,f,30,2,3,0,1,59,0
76586,Sales & Marketing,f,41,7,3,0,4,52,0
44202,Sales & Marketing,m,39,9,1,0,1,52,0
59335,Analytics,m,30,3,5,0,2,84,0
75378,Procurement,f,25,2,1,0,1,72,0
67974,Analytics,m,35,7,5,0,2,99,1
31829,Sales & Marketing,m,45,14,3,0,1,51,0
24080,R&D,m,34,4,4,0,1,92,0
38969,Sales & Marketing,m,36,9,2,0,1,49,0
47163,R&D,m,24,1,,0,2,85,0
61794,Procurement,f,35,7,4,0,1,68,0
41721,Analytics,m,27,1,,0,2,83,0
39157,Sales & Marketing,m,39,12,5,0,3,55,0
49660,Procurement,m,27,3,3,0,1,68,0
71566,Analytics,m,26,4,3,0,2,83,0
8187,Procurement,f,39,13,3,0,1,83,1
5880,Operations,m,27,2,2,0,1,61,0
37059,Finance,m,39,3,5,0,1,62,0
7405,Operations,m,36,7,4,0,1,62,0
72226,Sales & Marketing,m,33,3,3,0,2,51,0
13578,Sales & Marketing,m,56,5,5,0,1,93,1
11918,Procurement,m,59,3,3,0,1,74,1
12698,Sales & Marketing,f,35,3,5,0,1,50,0
69663,Operations,f,26,2,4,0,1,58,0
70080,Procurement,f,34,8,5,0,1,69,1
54492,Technology,m,30,9,3,0,4,79,0
37032,R&D,f,38,4,5,0,1,82,0
36598,Analytics,m,27,3,4,0,2,81,0
69311,Operations,m,26,1,,0,1,57,0
15897,Analytics,m,59,3,1,0,1,83,0
32896,Procurement,f,27,2,2,0,1,74,0
7657,Technology,m,28,1,,0,3,83,0
57495,Operations,m,37,4,4,0,1,64,0
57356,Procurement,m,36,9,1,0,2,64,0
29426,Finance,f,26,2,4,0,2,58,0
74429,Sales & Marketing,m,32,8,3,0,1,52,0
44185,Procurement,m,55,3,2,0,1,70,0
41698,Operations,m,33,7,3,0,2,59,0
47620,Procurement,m,20,1,,0,1,70,0
29483,Operations,m,28,5,4,0,1,60,0
52341,Procurement,m,29,3,1,0,1,75,0
30790,Technology,f,33,4,3,0,1,81,0
68902,HR,f,28,3,3,1,1,50,0
70887,Sales & Marketing,m,33,5,3,0,2,48,0
76255,Procurement,f,37,6,1,0,1,71,0
11996,Procurement,m,31,6,3,0,1,70,0
46880,Technology,f,58,14,3,0,1,76,0
24467,Legal,m,26,1,,0,1,57,0
32250,Technology,f,53,7,4,0,1,81,0
49545,Analytics,m,32,4,3,0,2,83,0
28301,Analytics,m,35,9,3,0,1,83,0
1490,Analytics,m,35,5,5,0,1,89,0
34341,Operations,m,27,3,1,0,1,59,0
61841,Technology,m,32,4,3,0,1,77,1
52298,Sales & Marketing,m,32,9,4,0,2,51,0
53202,Procurement,f,48,17,4,0,1,70,0
66935,Finance,f,26,3,5,0,1,58,0
2677,Sales & Marketing,f,33,6,4,0,1,43,0
47481,Sales & Marketing,m,34,7,4,0,1,48,0
52187,Analytics,m,50,7,5,0,1,87,0
68763,Technology,m,23,2,4,0,1,82,0
44423,Technology,m,29,3,3,0,2,72,0
13052,Sales & Marketing,m,37,8,5,0,1,52,0
62485,Finance,m,28,2,4,0,1,56,0
21186,Sales & Marketing,m,29,6,3,0,1,47,0
59418,Procurement,m,26,3,2,0,1,69,0
61123,Analytics,m,31,4,5,0,1,84,0
10598,Sales & Marketing,f,29,3,2,0,1,45,0
9255,Legal,m,35,6,3,0,3,62,0
5381,Sales & Marketing,m,33,4,5,0,1,48,0
9627,Operations,f,32,6,3,0,2,61,0
24923,Sales & Marketing,f,30,3,1,0,1,49,0
20720,Operations,f,41,13,5,0,1,59,0
57904,Finance,f,29,5,4,0,1,59,0
71128,Technology,m,51,11,3,0,1,79,0
9607,Sales & Marketing,m,36,9,5,0,1,47,0
56566,Sales & Marketing,m,28,3,5,0,1,51,0
58840,Sales & Marketing,m,36,7,3,0,1,46,0
32812,Analytics,m,29,2,3,0,1,84,1
10649,Sales & Marketing,f,30,8,3,0,1,49,0
3216,Technology,m,37,9,2,0,1,79,0
63305,Sales & Marketing,m,29,2,3,0,1,50,0
23873,Sales & Marketing,m,26,5,1,0,1,47,0
61739,Technology,m,34,2,3,0,1,84,1
18172,Legal,m,33,6,5,0,1,55,0
39066,Sales & Marketing,m,30,6,5,0,1,49,0
28329,Operations,m,27,2,4,0,1,68,0
21471,Analytics,m,34,7,3,0,1,84,0
1097,Analytics,m,42,2,3,0,2,82,0
28297,Operations,m,33,8,3,0,1,61,0
68651,Operations,m,27,1,,0,1,60,0
6895,Sales & Marketing,m,30,4,1,0,1,50,0
74196,Operations,m,32,3,3,0,2,59,0
76425,Technology,m,42,12,1,0,1,82,0
57461,Operations,m,43,14,5,0,2,60,0
2412,Operations,f,53,5,5,0,1,62,0
38497,Sales & Marketing,f,40,4,5,0,1,49,0
30865,Procurement,f,23,1,,0,1,66,0
71940,Sales & Marketing,m,28,2,3,0,3,54,0
49881,Sales & Marketing,m,43,3,1,0,6,47,0
35498,Technology,f,32,7,4,0,1,82,0
17143,Technology,m,42,16,3,0,2,83,0
19423,Procurement,m,26,1,,0,2,72,0
52688,Operations,m,44,6,1,0,1,56,0
69399,Operations,m,36,7,4,0,1,60,0
52036,Procurement,m,43,12,1,0,1,71,0
13039,Procurement,m,45,6,5,0,1,70,0
49176,Technology,m,22,2,5,0,1,76,0
10655,Operations,m,25,3,1,0,1,61,0
14431,Procurement,m,23,1,,0,1,68,0
53665,Procurement,m,33,5,3,0,1,68,0
33686,Operations,f,29,5,4,0,1,64,0
52649,Operations,m,38,3,4,0,1,58,0
15755,Analytics,m,36,9,3,0,1,88,0
58238,Sales & Marketing,m,34,7,3,0,2,47,0
46186,Analytics,m,34,8,4,0,1,90,0
25243,Procurement,m,48,18,4,0,1,67,0
665,Operations,f,54,11,5,0,1,58,1
28995,Operations,m,29,3,5,0,1,57,0
6048,Operations,m,31,6,1,0,1,57,0
8745,Procurement,f,31,3,5,0,1,87,1
64219,Operations,f,39,4,4,0,1,54,0
46125,Legal,m,34,4,3,0,1,61,0
18048,HR,m,34,3,3,0,1,48,0
37160,Operations,f,26,1,,0,1,58,0
7145,Sales & Marketing,m,29,2,5,0,1,52,0
16119,Operations,m,32,3,5,0,2,64,1
56026,Analytics,m,45,11,3,0,1,87,0
31789,Sales & Marketing,m,26,1,,0,1,51,0
47403,Sales & Marketing,m,35,7,1,0,1,51,0
12345,Operations,f,30,4,2,0,3,55,0
30051,Finance,m,49,19,1,0,1,59,0
21725,Sales & Marketing,m,40,4,2,0,1,49,0
57563,Operations,f,32,10,4,0,1,61,0
21156,Operations,m,35,7,3,0,1,61,0
72804,Sales & Marketing,m,40,5,5,0,1,52,0
58384,Operations,m,32,3,4,1,1,59,0
33808,Technology,m,41,7,3,0,1,85,0
49045,Operations,f,37,8,3,0,1,59,0
30226,Operations,m,57,4,5,0,1,58,0
33822,Sales & Marketing,m,29,1,,0,1,47,0
22077,HR,f,33,8,3,0,1,46,0
12869,Sales & Marketing,m,37,5,3,0,1,48,0
67798,Operations,m,27,5,3,0,1,60,0
40837,Sales & Marketing,f,54,14,5,0,1,51,0
60422,Sales & Marketing,m,46,8,5,0,2,50,1
2525,Technology,m,39,8,3,0,1,79,0
13437,Sales & Marketing,m,31,3,2,0,1,52,0
1344,Sales & Marketing,m,50,10,1,0,1,51,0
75459,Sales & Marketing,m,24,1,,0,1,54,0
19933,Procurement,m,50,16,1,0,1,71,0
34923,Sales & Marketing,m,44,7,3,0,1,50,0
63008,Operations,m,34,2,4,0,1,57,0
41321,Operations,f,26,4,3,0,1,61,0
3955,Operations,m,31,4,4,0,1,56,0
61478,Operations,m,36,3,4,0,1,57,0
57944,Analytics,m,36,10,4,0,2,86,0
42316,Sales & Marketing,m,28,4,3,0,1,50,0
51173,Analytics,m,37,5,3,0,2,85,0
50654,Operations,m,45,16,3,0,1,58,0
3781,Sales & Marketing,f,33,4,5,0,1,50,1
7114,Operations,m,31,5,3,0,1,55,0
24630,Sales & Marketing,f,49,19,1,0,1,48,0
23593,Technology,f,41,1,,0,1,81,0
77263,Operations,m,39,14,2,0,1,59,0
76810,Technology,f,60,29,3,0,1,78,0
41682,Legal,m,31,2,3,0,1,54,0
24370,Sales & Marketing,m,31,4,1,0,1,51,0
59936,Operations,f,33,6,4,0,1,66,1
65953,Operations,m,33,5,5,0,1,62,0
54691,Technology,f,34,3,3,0,1,76,0
5761,Sales & Marketing,f,26,3,1,0,1,52,0
77239,Operations,m,31,9,4,0,1,65,0
13551,Technology,m,44,13,3,0,1,81,0
54711,Operations,f,30,3,3,0,1,62,0
53879,Technology,f,35,10,3,0,1,77,0
50611,Operations,f,28,2,5,0,2,62,0
42299,Sales & Marketing,f,29,4,4,0,1,47,0
26569,Sales & Marketing,m,35,10,3,0,1,53,0
834,Procurement,f,32,3,1,0,1,69,0
38178,Technology,m,44,5,3,0,1,80,0
51927,Sales & Marketing,m,23,1,,0,1,49,0
35082,Operations,m,45,4,3,1,1,63,0
4798,Finance,f,36,10,5,0,1,57,0
39522,Technology,m,34,6,1,0,2,80,0
13422,Technology,m,44,13,1,0,1,79,0
18578,Operations,m,27,2,2,0,1,55,0
41107,Technology,m,38,4,4,0,1,78,0
51980,Sales & Marketing,f,30,1,,0,1,50,0
51013,Operations,f,36,5,1,0,1,66,0
7252,Sales & Marketing,f,40,7,1,0,1,48,0
40652,Procurement,f,45,7,5,0,1,67,0
15362,Sales & Marketing,m,38,10,3,0,1,54,0
59595,Legal,m,30,2,3,0,1,59,0
18106,Operations,f,38,3,3,0,1,54,0
17489,Operations,f,25,1,,1,1,62,0
61557,Operations,m,29,3,4,0,1,57,0
33496,Sales & Marketing,m,50,15,1,0,1,53,0
8310,Analytics,m,34,9,5,0,1,84,0
26974,Finance,m,28,2,3,0,2,58,0
59984,Procurement,f,34,7,5,0,1,72,0
18093,Analytics,f,28,5,4,0,1,79,0
57423,Sales & Marketing,m,36,10,5,0,1,47,0
78273,Technology,m,41,3,5,0,1,83,0
58027,Sales & Marketing,m,33,7,5,0,1,51,0
14010,Finance,f,29,1,,0,1,53,0
4831,HR,f,24,1,,0,1,49,0
3033,Sales & Marketing,m,31,2,2,0,1,62,1
3298,Analytics,m,42,9,3,0,1,84,0
63079,Finance,m,43,11,3,0,2,58,0
19390,Analytics,m,30,10,3,0,2,84,0
45525,Sales & Marketing,m,35,10,3,0,1,47,0
38311,Procurement,m,33,5,3,0,3,72,0
44413,Sales & Marketing,f,33,7,2,0,1,49,0
64455,Analytics,m,29,4,5,0,2,84,0
29327,Analytics,m,28,6,3,0,1,88,0
34803,Sales & Marketing,m,28,2,1,0,1,52,0
70610,Legal,m,26,1,,0,1,57,0
21320,Sales & Marketing,m,43,6,5,0,1,52,0
64143,Operations,f,24,2,3,0,1,59,0
67809,Sales & Marketing,m,46,4,3,0,1,47,0
76130,Finance,f,31,5,5,0,1,70,1
6762,Operations,m,35,9,4,0,1,58,0
26536,Operations,f,38,8,5,0,2,72,1
48017,Sales & Marketing,m,37,9,4,0,2,64,1
67421,Finance,f,27,3,4,0,2,93,1
40540,Sales & Marketing,f,25,3,2,0,1,46,0
68299,Procurement,f,51,3,4,0,1,73,0
69555,Sales & Marketing,m,38,9,5,0,1,54,0
19072,Operations,m,25,1,,0,1,61,0
77452,Sales & Marketing,m,36,7,3,0,1,47,0
70631,Technology,f,43,5,2,0,1,84,0
76922,Finance,m,31,5,1,0,1,58,0
27890,Sales & Marketing,m,32,6,5,0,1,64,1
78250,Analytics,m,34,7,5,0,2,84,0
2580,Operations,m,45,3,5,0,1,59,0
16306,Procurement,m,31,7,3,0,2,69,0
49033,Operations,m,35,3,3,0,1,61,0
15137,Operations,f,38,4,4,0,1,63,0
57732,Analytics,m,28,1,,0,1,85,0
74974,Technology,f,27,4,1,0,2,81,0
11886,Finance,m,32,9,1,0,1,60,0
39572,Finance,m,36,6,4,0,3,58,0
21012,Sales & Marketing,m,29,2,1,0,1,48,0
58818,Analytics,m,33,6,3,0,2,85,0
24871,Sales & Marketing,m,30,3,3,0,3,46,0
59296,Procurement,m,29,2,3,0,4,72,0
76508,Technology,m,30,3,2,0,1,78,0
53573,Operations,m,54,27,2,0,1,61,0
41476,Analytics,m,33,7,2,0,1,89,0
21549,Analytics,m,26,2,3,0,1,85,0
66243,Procurement,m,41,6,1,0,2,69,0
38627,Operations,m,27,2,4,0,1,60,0
37365,Sales & Marketing,m,27,1,,0,1,52,0
10697,Technology,m,24,2,3,0,1,89,1
12725,Operations,m,34,3,4,0,1,60,0
27171,Analytics,m,28,5,3,0,3,85,1
58873,Analytics,m,22,1,,0,1,86,0
12425,Technology,m,31,5,1,0,1,77,0
32049,Operations,f,55,9,1,0,1,60,0
